Gene_Symbol,ES3
TM2D3,0.07928399
TSSC4,0.584193751
TACSTD2,-0.897502355
CLECL1,-0.913721509
SIX6,-0.903620558
PRKD1,-0.425852345
CCSER1,-0.930781754
ZDHHC23,-0.533300848
MROH7,-0.760712915
S100A7A,-0.907990426
SRPK3,-0.922951672
GDF3,-0.862444481
IQCF2,-0.674728878
SLIT3,-0.63971741
HIST1H2AK,-0.32521085
EFNA5,0.485509211
MRGPRE,-0.580502728
KRTAP19-1,-0.878305198
HIST1H1B,-0.588531674
SPATA32,-0.85364332
PKP3,-1.047394593
MAP7D2,-0.69587516
CSF1,-0.560142917
COLEC10,-0.963235813
ACTRT3,-0.635336758
PLA2G6,-0.655910522
MAML2,-0.344974422
PABPC1L2B,-0.739070165
A3GALT2P,-0.954371106
OR4N5,-0.961367761
SS18L1,0.283257593
KCND2,-0.915931774
TOP1MT,1.012632567
COPB2,0.872689279
LRRC19,-0.923981145
THAP7,0.548452975
KNTC1,0.774978291
CCR10,-0.400613776
NCMAP,-0.891657281
BPIFC,-0.879976349
WDR27,-0.467671825
TXNRD2,-0.611511811
C1QTNF8,-0.730337688
OR56A3,-0.826934022
FOXO4,-0.541966202
POU3F2,2.206288354
PTP4A3,0.304029146
FOXD4L1,-0.930814672
TMEM255B,-0.625069995
PROS1,-0.249938689
GAST,-0.678257774
C15orf55,-0.806807775
HDDC3,0.786483923
BEX5,-0.686382811
ZFP1,0.146902038
CEND1,-0.851104089
DHRS7C,-0.738108031
DUSP8,-0.70510605
SOCS3,-0.805907436
SLITRK6,-0.917669922
PIWIL3,-0.833874375
LPAR5,-0.906916991
XPOT,3.152602555
TMEM173,-0.204797674
PDE4B,-0.617472836
FAM19A3,-0.854219284
C14orf180,-0.812159035
SNN,-0.09800668
KCNH7,-0.96533266
NELL2,1.907848931
MED12,0.595353435
ZNF93,-0.556458979
09-Sep,-0.038674977
PRSS55,-0.844766839
ODF4,-0.798062144
CDCA2,0.178957239
RALYL,-0.762692965
GSTT1,-0.538577519
AMER1,-0.806950712
ZBTB40,0.254168696
HIST2H2BE,1.343761459
CLDN6,-0.935914033
OR51M1,-0.889917381
05-Sep,0.374450783
EIF4ENIF1,0.836356779
RNLS,-0.847103956
KRTAP6-1,-0.323382165
APOBR,-0.739329516
FAM110C,-0.74484763
DDX53,-0.812295459
ATL3,1.018747274
NDUFA12,2.361719966
SMIM10,-0.981037849
TCTE3,-0.877661075
UBE2G2,1.481349108
SATL1,-0.571611804
C21orf88,-0.88745612
TUSC5,-0.958202212
PRR23B,-0.936953943
HIST1H2AH,-0.835634657
ZBTB7C,-0.712957219
APOO,1.82570858
PRR16,-0.834187128
TMED9,1.000259252
DRD1,-0.996621964
LINC00308,-0.808362362
TMEM186,1.322111399
SDR42E1,-0.808944989
RBM33,0.807692185
ARMCX2,1.533447601
PIGW,0.039783622
BTBD6,2.024117868
SRY,-0.68609488
H1FX,2.098729318
RBM43,-0.75767883
SUMO3,0.758067789
IMMP2L,0.230333641
TCEAL2,-0.813934445
CLCNKB,-0.730153142
JAG2,-0.603814062
FMNL1,-0.81368876
PTRHD1,1.968602355
LCN12,-0.80852613
OR6A2,-0.73938898
WT1,-0.955322154
FAM227A,-0.749996423
MUC6,-0.959365555
NOC4L,0.826901445
NDUFA6,2.719247254
CHRM5,-0.863522644
SORCS2,-0.85311215
TMEM121,-0.615123355
TMEM106A,-0.839581483
SIVA1,-0.412171396
TTTY13,0.092838721
BRI3BP,-0.282918805
SLC22A10,-0.825145925
DGAT1,0.982019271
RFX6,-0.853608702
ROBO2,-0.383395838
AP3M1,0.537464085
F8,-0.004776229
CA13,-0.811852577
UBOX5,-0.583386078
MAFF,-0.574571737
BRF1,-0.59193704
LRRC14B,-0.833237289
SEMA4B,-0.598670098
CIB1,1.565555419
ANKS1B,-0.895804657
NELFA,0.771594286
SLC24A3,1.830913622
SGCZ,-0.802959106
C5orf47,-1.064068219
GTF2H5,1.873600926
KRT76,-0.773368626
FLRT2,1.175726053
INTS5,0.003460293
FAM169B,-0.814207588
RPS27L,2.656483367
MANEAL,0.191370278
ADSSL1,-1.000334673
ANO9,-0.85303683
FAF1,-0.012904615
FAM43A,2.064456069
HSF1,0.533226871
C6orf120,0.675276253
PURA,1.554743688
HIST1H2BL,-0.985613761
INPP5J,-0.28459971
NPY2R,-0.938735974
MIXL1,-0.773680439
MFSD6L,-0.804619796
DDX51,0.255308147
LINC00482,-0.950807945
ZNF479,-0.507515433
LINC00313,-0.812184311
SIGIRR,0.368862501
NRBP2,-0.664109403
PRSS57,-0.867090687
IFITM2,-0.140603387
TNFAIP2,-0.869408931
ZNF445,-0.47408257
PGBD2,0.017859657
WBP5,1.846821083
MC2R,-0.759503207
RAB11B,-0.58475113
PRMT3,0.876616047
GP1BA,-0.752205648
PRPF39,0.59815579
MAGEA11,-0.951349082
PPIL6,0.454333498
ZNF74,0.332847991
KIAA0825,-0.57298517
UBALD2,0.27480195
TEX33,-1.011562423
CDNF,-0.816427077
NOTUM,-0.917511475
KLHL33,-0.563731059
RBM11,2.176825009
WBSCR17,-0.503289467
ZBTB37,-0.670881992
NUPR1L,-0.818988726
IL3RA,-0.743662621
SPPL2C,-0.623492059
CCDC137,0.884364213
SFTPA2,-0.845811787
ARL15,-0.249826717
C12orf56,-0.916369431
SCN10A,-0.812413856
CDK10,-0.154823543
TMEM105,-0.414005799
SOCS1,-0.831946444
GAS2L1,-0.562904718
ATP6V0A2,-0.0008148
PARK2,-0.823117703
C14orf80,-0.434057896
HS6ST3,-0.796407205
HGS,0.10428428
TNFAIP8L1,0.401582037
RAD51D,-0.552190394
OR7A17,-0.960061548
MAPK11,-0.629497947
SP140L,-0.758070535
TARSL2,-0.222440428
SMYD3,-0.162961209
METTL7A,-0.59124338
LINC00158,-0.700877361
IFNLR1,0.524128423
SH3BGR,1.16368024
FAM174B,0.212094535
FAM47A,-0.88705175
KPNA7,-0.867862423
TMEM179B,1.329501818
GPRIN3,-0.85675004
KRT6B,-0.815344693
PARPBP,-0.470412789
STAC3,-0.322135637
ROR1,-0.143802859
MUC1,-0.786487891
C17orf70,-0.530227755
IRF7,-0.406499639
L3MBTL1,-0.603202747
BRCC3,0.968902747
SV2B,1.759170651
FAM131C,-0.827302888
C11orf35,-0.550645182
C1orf227,-0.817448069
PDE6G,-0.40513006
PRKG1,-0.802498089
NR2F2,1.889133873
DLK1,-0.916033152
LSAMP,0.210166367
AHNAK2,-0.676918664
OLFML2A,-0.698489928
SP1,0.433995334
SPATA8,-0.733502684
MRPL40,2.366144811
DBX2,-0.759043668
FAM212A,-0.14817708
PDIA2,-0.970991946
PCGF3,-0.196801014
LMLN,1.139088723
P4HB,1.504809221
PSMD13,1.511557938
PBX1,0.833648816
NDUFA4L2,-0.819801992
SHC4,-0.869583107
KRT79,-0.883614975
ZFP36L1,-0.685356527
UBE2L3,1.073431838
NTF3,-0.594977142
BRWD1,-0.122060551
PMEL,-0.446119503
SYN3,-0.804908204
POU3F1,0.494053713
SNAI3,-0.660742119
ZBTB3,-0.166592098
LYG2,-0.538321399
MORN5,-0.922236944
EP400NL,-0.26017443
PRAME,1.547731906
C6orf201,-0.879902324
MYBL1,0.308950473
DRG1,2.618827881
ANKFY1,-0.548432938
YTHDF3,0.376367612
ZNF696,-0.36080938
ADARB2,-0.871713063
NRG3,-0.918909563
SRL,-0.746408967
C11orf87,-0.922042443
IFIT1,-0.453980998
CXorf38,-0.219149984
KCNQ5,-0.8099102
ADAMTSL5,-0.872978211
KCNIP4,-0.915388284
MORF4L1,2.770772887
NLRP9,-0.542664314
WDR53,0.487015888
DMWD,-0.587562389
SLC52A2,0.458031027
PIGP,1.706592521
IKZF1,-0.85253023
PCYT2,-0.277595266
NAT8L,-0.554772557
OR6C76,-0.853649215
NPAP1,-1.033559556
BCAP31,3.01663974
GNB1L,-0.398746236
DNAH14,-0.843779298
C1orf110,-0.736004748
EVI2B,-0.794138328
ZNF829,-0.996407141
TMPRSS11B,-0.7725429
THNSL1,0.365718334
TRIM69,-0.251431619
PRSS38,-0.82304018
LAMP1,2.138844195
LINC00839,0.003256279
C16orf54,-0.915687766
KLHDC8B,-0.095921551
KLHL34,-0.860566225
SETD4,-0.066318082
PTCH1,-0.372891372
RTN4RL1,-0.76066271
OR4C46,-0.954038534
CALHM1,-0.813858425
KRTAP5-5,-0.597682898
NKAIN3,-0.892057481
RNPC3,-0.034248951
ZNF267,0.11122478
IRS2,2.511034775
C7orf61,-0.352818389
FAM186A,-0.731975523
SHOX,-0.803977615
LCE3A,-0.645208468
BICD2,0.515871042
LCE3E,-0.590805579
CCIN,-0.895556296
TMLHE,0.992332558
GRK1,-0.839835992
DEFB128,-0.837078516
SLITRK2,-0.912824692
SDHAP3,0.056026952
RASA3,-0.724333858
LRCH3,-0.139719951
LEMD1,-0.764681528
ATP4B,-0.889111278
NDUFA13,-0.620847715
ZNF566,0.709508794
ZNF529,-0.553460277
ZNF284,-0.808994055
HTR3E,-0.803327402
DLEU7,-0.820326093
KRT73,-0.774345968
TAL2,-0.844955685
AIDA,1.283693905
C15orf41,0.327492683
CD300LF,-0.807914366
ZPBP2,-0.954618899
KRT5,-0.881936877
PION,-0.814857733
HTR3D,-0.77920338
AGBL4,-0.523874881
CYP2R1,1.546472897
ANKRD46,0.281935777
PIP5K1C,-0.445500393
OR5D14,-0.84828027
CYP4F2,-0.929240969
OR5L1,-0.928658365
TEX38,-0.555156809
OR5D18,-0.971639921
ZBTB6,0.114911051
C2orf76,0.435162123
TAS2R42,-0.926085423
POLR3C,2.078629595
C2orf53,-0.544570801
DEFB131,-1.042506886
UBL4B,-0.874422187
WWOX,0.042714944
CYP4Z1,-1.016429221
CIDECP,-0.77314245
CCDC84,1.244249737
BCL9L,0.12481614
POLR1D,1.273189891
KIF18B,-0.532707394
ZNRF1,0.788106884
FFAR4,-0.840686627
BPIFB3,-0.750506369
BPIFB4,-0.872700496
SAPCD2,0.913598734
EDARADD,-0.921620559
SLC51B,-0.743092475
CYP4F12,-0.701505143
01-Mar,-0.812373481
LCE5A,-0.868171517
SOWAHB,-0.848584928
BLOC1S4,0.954839807
LCE1E,-0.457645473
ZNF749,-0.37448259
KLHL32,-0.858602252
MKL2,-0.71538612
BTLA,-0.897023745
ZNF17,0.510591733
KDM4D,-0.59995326
TOR3A,0.08606847
PABPC1L2A,-0.888059098
GABRA5,-0.547915527
PPP1CC,2.786635844
ZNF555,-0.201620716
OR10T2,-0.829435522
NAP1L3,-0.027023467
PRELID2,-0.712929034
BACE1,-0.314728406
RGS9BP,-0.823172705
SLC36A3,-0.759407482
SLC36A2,-0.864551978
THBS2,-0.873418699
RXRA,0.080407436
ANKRD37,-0.690819179
NUDT17,-0.650286095
ZNF75D,-0.06395058
CYP4X1,-0.889545884
KRT26,-1.01275519
KRT10,1.920615649
OR10X1,-0.973981453
CD300E,-0.775835287
CCDC30,-0.669631602
NKRF,1.428387785
GLDN,-0.734485054
FCAR,-0.925379401
KPNA4,1.284326162
TRDN,-0.851153297
OR6P1,-0.92579331
KRT3,-0.824823014
ZNF501,-0.064416239
ZNF197,-0.39484414
SPATA12,-0.844851291
TMPRSS12,-0.936953943
FAM228A,-0.915616291
DEFB132,-0.848646176
NAP1L2,-0.931587201
RPS23,3.702526848
GNG2,-0.609536634
BTN3A2,-0.23720134
AKAP14,-0.841693064
PCLO,-0.651242485
KLK12,-0.864725484
RGS7BP,-0.867363572
INSIG1,0.334659879
MYT1L,-0.813643284
C5orf38,-0.601295371
ZNF396,-0.955205763
TMEM222,0.9588915
OR9Q1,-0.934795099
CLCNKA,-0.722027525
OR9Q2,-0.761527841
ARHGAP30,-0.848533169
10-Sep,-0.368973317
CYP4F8,-0.885290264
CYP4F3,-0.984194274
XKR5,-0.779768344
SMYD4,0.802525504
FOXD2,-0.803294792
GPATCH8,0.755379679
CEACAM19,-0.471718775
NF2,-0.380853815
C6orf1,-0.28364531
SPATC1,-0.794398805
UBE2H,1.357868308
MIR22HG,-0.460693935
HPDL,-0.586203926
KATNA1,1.357183066
FSD2,-0.82481322
ARAP1,-0.46534492
KIF24,-0.597699923
PDE2A,-0.709229871
LRRC16B,-0.626143646
C17orf58,1.086932379
BCDIN3D,1.1335635
MAGEE2,-0.987367426
CYP27C1,-0.657579488
LYRM7,-0.100075453
CCDC42B,-0.91293414
CCDC73,-0.805809269
BCR,-0.638366487
OR10H1,-0.990757275
MPPED1,-0.685750341
FSCN2,-0.851576847
FOXI2,-0.77092378
SPIN4,-0.642138568
ZNF732,-0.987367426
SPATA31D3,-0.963578216
FOXE3,-0.884183668
HYAL3,-0.818703709
KCNK18,-0.643838056
IFNA10,-0.903365842
CXCR3,-0.913562951
ZNF397,1.074428189
ZSCAN30,-0.187257343
TPCN1,-0.669208417
LILRB4,-0.866145184
TNFRSF4,-0.953269556
HEXIM1,1.286584498
LINC00846,-0.690238941
LCE1A,-0.265299696
KRT14,-0.540544611
TRABD2A,-0.798504117
KRTAP17-1,-0.682655733
PDZD7,-0.810045704
POFUT2,-0.430587363
MAPT,0.605447738
ERCC6L,-0.497362136
OR13F1,-0.926085423
TMEM17,0.877561125
TNFRSF18,-0.93463634
FGF3,-0.880399131
C1QL4,-0.599839033
RTN4RL2,-0.867481219
ZDHHC17,0.076348641
SERPINA11,-0.566119568
P2RY4,-0.819572075
ZNF395,0.757566177
ZACN,-0.777242978
KRTAP22-1,-1.010322249
KRTAP19-6,-1.00793276
KRTAP6-2,-0.977218253
OR13C8,-0.874917349
PPARA,-0.62736513
TMEM232,-0.837775602
KRTAP19-2,-0.517995746
KRTAP19-4,-0.944259008
KRTAP15-1,-0.887948173
KRTAP13-4,-0.836779535
FAM183A,-0.584578848
EFCAB6,-0.813160567
KRTAP19-5,-0.839693636
KRTAP23-1,-0.73404295
KANK3,-0.599792864
EMID1,-0.693337141
ACTL7A,-0.806657585
PKD1L3,-0.812104006
RHD,-0.678913503
LINC00207,-0.801650003
C17orf82,-0.71119015
ESPN,-0.606947237
PNLIPRP1,-0.861330467
KRTAP21-2,-0.693498959
SAMD7,-0.683135996
TMPRSS6,-0.834540501
CYP4A11,-0.329808407
TMEM216,0.647771821
RPS19BP1,2.568731123
TMPRSS11A,-0.921303251
C3orf70,-0.564692643
TEAD1,-0.484885654
PLCD1,-0.162027769
CCK,3.382735976
ENTPD5,-0.706981859
MITF,-0.041208749
HEATR4,-0.888371181
NAP1L1,1.807588681
LILRA5,-0.764672231
CMC1,1.404691248
LYPD6,-0.913497332
AKR1C1,-0.694132061
VSTM2B,-0.956015033
FOXD3,0.646718815
SPATA21,-0.786613338
MRPS21,2.500006537
RNF220,0.518800767
ANGPTL5,-0.997767187
KIAA1598,0.472457592
H1FNT,-0.814673816
LCE4A,-0.953147322
BAGE2,-0.985207729
LCE2A,-0.833115126
ZNF546,-0.683652504
TSPYL4,-0.239945971
GCNT1,-0.834009781
LCE2D,-0.943233941
SESTD1,0.108459707
LCE3B,-0.507632005
FNBP1,1.58245618
DYNC2H1,1.554680458
KRT12,-0.956467261
BCAM,-0.684319498
RSBN1L,0.995073541
NPSR1,-0.895961033
WDR86,-0.480202947
EPOR,-0.919922752
FAM9C,-0.876710995
CIDEC,-0.795548529
DCC,-0.464712086
TAF9B,0.869665083
PCDHB13,-0.881715551
MAGI2,-0.445561879
LUZP2,-0.833551303
LHFPL3,-0.915341837
CHP1,1.029128115
RDM1,-0.700176002
FPR3,-0.89237084
HIST1H1T,-0.754487519
SERPINA13P,-0.879803539
KCNJ11,-0.827253655
CDHR4,-0.881239006
COL4A1,0.116135037
PLEKHG7,-0.903090466
GJA4,-0.921286125
PTMA,-0.771687486
HSPA14,0.658976917
ATP13A5,-0.736302264
SIRT7,0.130616437
C4orf40,-0.915068075
IFT140,-0.647322964
AGMO,-0.905957805
SBK2,-0.737803097
CYP26C1,-0.810045704
TLR5,-0.439579175
USP7,1.111595945
NANOS3,-0.480052591
NHLRC1,-0.324202087
PLEKHN1,-0.679781063
ZNF385C,-0.807890803
TMEM247,-0.855648667
MAGEH1,0.430093688
TET3,-0.809614743
ISG15,0.955985476
EXD3,-0.59671118
OR5W2,-0.906000521
TMEM8C,-0.832139603
C17orf97,0.512263374
ZKSCAN4,-0.050754174
SAMD11,-0.391422585
C1orf170,-0.703972451
VMAC,-0.399315444
C5orf52,-0.961040215
HAPLN4,-0.733516357
WHAMMP3,-0.698486089
ERC2,-0.197264862
B3GALTL,-0.46433506
SPRY4,-0.917595975
ERAS,-0.626681701
TRPV2,-0.774945569
AMTN,-0.756821272
C2orf88,-0.783583484
TMEM203,1.562765853
KBTBD12,-0.803159305
THSD4,-0.008820741
DNAJB13,-0.736159431
GABRD,-0.753625115
TCEA1,2.869648109
FANCA,-0.459603048
SECISBP2,1.554952037
OR52B6,-0.691125138
C9orf153,-0.986853247
ADH1A,-0.876284201
SEMA4D,-0.801544282
KRTAP10-8,-0.607168561
LIN28B,-0.749756965
FAM69C,-0.550527024
MCRS1,0.356832382
TMEM72,-0.758128218
FANCM,-0.617471229
ZNF70,-0.320862468
CARD9,-0.826461054
PEAR1,-0.929016167
ZFP69B,1.343241033
TMEM202,-0.89576409
SOWAHD,-0.829002375
ZFP69,-0.046170585
HELT,-0.840274846
ZCCHC16,-1.031090224
TMEM220,-0.321081568
C2orf78,-0.939157416
HIST1H1C,1.600352297
EIF4EBP1,3.102027844
P2RX2,-0.764439499
ASCL4,-0.838675263
OR6C75,-0.957963841
TTC24,-0.838638257
PALM3,-0.239913751
GFRAL,-1.006964643
C1orf168,-0.83285956
SHISA7,-0.697618686
DMBT1,-0.874033788
CLEC17A,-0.753808823
OR51I2,-0.729206897
LDLRAD2,-0.935292286
C2orf66,-0.813575867
OVCH1,-0.864556471
PMS2CL,-0.076029436
CYHR1,0.345044217
COL14A1,-0.859976524
DNER,1.363926696
CPSF4L,-1.013924963
KLHL17,-0.499612477
ZCCHC13,-0.847848112
PLA2G2C,-0.8429343
ANKRD19P,-0.941672528
ZSCAN23,-0.860271518
HIST1H2BG,-0.384171652
RINL,-0.825400971
C17orf99,-0.926459503
OR7D2,-0.954171423
TPRG1,-0.749633319
C1orf204,-0.825208454
MORN2,0.850806744
CXXC11,-0.729000941
UBQLN2,0.832172039
RILPL1,-0.410739891
CTSL3P,-0.904243109
ZNF490,-0.911076386
CLCN1,-0.879599139
NWD1,-0.817423152
ARL4C,0.662284062
TREML4,-0.836544431
RAB42,-0.756534368
WNT7B,-0.828834868
OR51F1,-0.955300777
C11orf95,1.874646025
SCGB1C1,-0.906366146
PLA2G4E,-0.863205407
MESP2,-0.853948297
EYS,-0.945688488
OR2AG2,-0.774221888
MAPK12,-0.174779783
COL4A5,0.489772068
AGRN,-0.484041095
NHS,-0.866224496
FAM166A,-0.778755678
ZNF626,0.374383826
HEPACAM2,-0.910724131
SMTNL2,-0.873887376
ZC3H6,0.536243225
LAMTOR4,2.006903049
PRKAR1B,-0.411027376
HNRNPU-AS1,0.731609292
ZNF793,-0.504098878
TUBB4B,2.525350262
AGAP4,1.393903341
COMMD6,2.190987066
PLA2G2A,-0.846342584
IL17REL,-0.728111316
AGPHD1,-0.747316863
OR7A5,-0.858148919
C15orf62,-0.745630711
RUFY4,-0.859577347
ZNF383,-0.674779369
HES4,1.059090377
IGFL1,-0.78729106
ZNF669,0.799931108
C19orf35,-0.710777627
LRRIQ4,-0.805826001
CENPP,-0.626506383
PLSCR1,0.030740685
C3orf62,-0.673034938
SBK1,1.421811204
OR6C6,-0.939193149
BSPH1,-0.855156894
SLC38A3,-0.823649183
OR6N2,-0.899723061
GTF2F2,1.640077153
FAM92A1,1.747697338
FOCAD,1.649419176
PRR19,-0.263117113
ZP3,1.454910382
C10orf99,-0.849886252
H3F3C,-0.852993573
IFNA2,-0.986125037
JAKMIP3,-0.512974293
PDCD1,-0.839400992
CLEC2A,-0.790809351
TCTEX1D4,-0.754639135
SELL,-0.794957027
CHM,-0.740032635
NANOS2,-0.712582526
CERKL,-0.900836983
SLC24A5,-0.322599605
IER5L,-0.521301119
H2AFX,2.891812101
INSC,-0.758317368
SERPINA5,-0.88970909
C19orf54,-0.216743715
LCTL,-0.852782949
NCCRP1,-0.795703726
KRTDAP,-0.875606002
C22orf34,-0.850564022
COL25A1,-0.846089362
FAM83G,-0.862108114
C9orf171,-0.821535597
SRSF10,1.46451049
DUSP28,0.77602367
C15orf52,-0.151222951
NBR1,1.060381979
OR2G6,-0.792287757
RALGAPA2,-0.253825477
NDOR1,-0.683129313
NKAIN2,-0.28779138
KRTAP1-1,-0.906659092
PAQR9,-0.913394087
C12orf55,-0.929952658
NANOS1,-0.405676635
HMX3,-0.749998449
IGFL3,-0.710482517
ZNF177,0.843329616
LDOC1L,0.845117887
DPYD,-0.802666268
S100A16,-0.75398592
PTAR1,0.783297374
RNASE9,-0.894932848
FAM154B,-0.878200349
LINC00319,-0.841631877
HILS1,-0.859933093
RHCE,-0.559420068
C2orf80,-1.039305037
IDO2,-0.851097751
PARVB,-0.72816304
TEKT4P2,-0.550892499
UROS,1.718185507
KRTAP24-1,-0.995529918
ZDHHC9,0.679207237
QRFP,-0.875286708
DUPD1,-0.882671437
SMIM15,1.197308557
OSTN,-0.563543063
VWC2,-0.845958535
FAM221A,-0.505512296
TMEM120B,-0.07645764
NOXA1,-0.668914118
TBC1D3P2,-0.890574828
TMEM198,-0.598359845
BCL2L15,-0.91355889
FZD9,-0.482077135
SPRED3,-0.875809846
OPTC,-0.513484127
C11orf34,-0.934794665
ADRB3,-0.586407093
SKOR1,-0.822459463
CATSPER4,-0.544419501
PRELP,-0.87994598
PLA2G2E,-0.853555143
ZNF548,-0.261600619
MTF1,0.35748377
TMCO2,-0.936484989
SHISA6,-0.666842556
TMEM201,-0.095991214
NHLRC3,-0.518745987
HMX2,-0.827095379
SNTN,-0.862704074
ZDHHC11,-0.786566831
FAM26F,-0.528950172
CNR2,-0.743929302
SLX4,0.251085767
GLRA4,-0.877739973
ENTPD8,-0.619835444
RPL14,3.479371756
BEND4,-0.738853052
FAM78B,-0.776903071
ZNF563,-0.700474505
TMC3,-0.868791313
POTEA,-0.823165718
FBF1,-0.811733514
KLRG2,-0.609220406
ASTL,-0.895831139
GPR179,-0.930383127
MSL1,0.882809099
LRRK2,-0.515075593
BSX,-0.80633231
GJB3,-0.91579369
FAM196A,-0.902613381
TRMT2B,-0.191352803
PTPLAD2,-0.889033885
C1orf192,-0.768645979
NYX,-0.827832512
FAM120AOS,-0.145721447
UTS2D,1.654451657
C9orf152,-0.917951481
NOC2L,1.072464659
MSANTD1,-0.805141315
AADACL3,-0.797668328
NELFB,0.684781638
HIST1H4D,-0.852666895
LIPI,0.69332171
LRRC66,-0.863088272
ZNF292,1.228303984
KCTD21,-0.701101113
SBSN,-0.907696325
ADAT2,0.354191663
MAGEB16,-0.931627264
VHLL,-0.784636444
DUSP21,-0.513668008
ZNF567,-0.104728173
NDUFA4,-0.391166623
ALKBH2,0.861493406
RNFT1,0.391919362
RNF222,-0.954376225
RELN,-0.854885215
FAM111B,-0.508166725
APOD,-0.779053391
H1F0,1.03444306
LITAF,1.179088829
VSTM1,-0.809036652
TMEM120A,0.523499215
ARID2,1.136085148
SF3B3,0.633295812
PRSS48,-0.902406671
IL1RAPL2,-0.926667649
BLOC1S3,0.045647464
SP6,-0.842262583
ANKRD34B,-0.953460913
PLAC9,-0.439093353
FAM47B,-1.017899265
NKAPL,-0.883129205
FSCB,-0.886746516
CLDN4,-0.721725898
ZNF573,-0.263104548
HN1,2.105987875
ZNF527,-0.190683314
ZAR1L,-0.746578303
KRTAP10-12,-0.55702648
S100A13,0.276127586
ZNF33A,0.101499066
OR14I1,-0.851375227
KRT77,-0.858219108
PCDH18,-0.706004864
ZNF600,-0.231225814
BTBD8,-0.829283901
MAOA,-0.265204356
C15orf61,-0.541156343
NUGGC,-1.014479383
TSPYL1,-0.284462415
SPANXN3,-0.845243644
PNRC2,2.09011393
C22orf43,-0.91243988
GJB5,-0.864873925
FHIT,-0.158350777
FAM150B,-0.688392523
ZKSCAN3,-0.579266043
FOXR2,-0.875057945
RRP7A,0.24339469
LIN54,-0.595905642
FAM180A,-0.865030447
C6orf222,-0.861080574
SPANXN4,-0.916976385
S100A14,-0.773868396
KAZN,-0.63106479
FAM179A,-0.45479011
TMEM194B,-0.53182907
ALG1L,-0.847570746
GSPT2,0.777544128
C8orf76,1.328890512
CXCL17,-0.848500194
OTUD6A,-0.723481918
HMGB1,1.459734107
SH2D5,-0.629306406
ZFP92,-0.815956741
NCR1,-0.908916553
RASSF10,-0.794493747
GJB4,-0.869447351
OR2L13,-0.506584258
BLOC1S2,1.168550659
SYCP2,-0.497934987
IL1RAP,-0.151107137
PTPRT,-0.842731418
MYBPC1,-0.791835037
PAX5,-0.800787394
OR6M1,-0.869013406
SPOCK3,-0.887719393
ZNF676,-0.965163573
ZNF699,-0.659737864
TDRD7,0.256557435
C16orf93,-0.461879889
OR8A1,-0.679530989
KIAA0895L,-0.590090301
HLA-DRB1,-0.234985992
VN1R2,-0.588678186
MYT1,-0.693154775
SERPINA3,-0.876441605
AKR1C3,-0.509940984
SPATS2L,0.231358012
ZNF250,-0.358541154
WDSUB1,1.335946608
ZNF79,-0.275133698
S100A4,0.635159076
PLEKHG4,-0.094494417
KRTAP4-3,-1.033220039
FAT4,1.056350426
C8orf86,-0.944802015
C11orf92,-0.878369614
KIF19,-0.842149316
OR6K2,-0.923733205
ZNF681,-0.69222619
HIST1H4A,-0.543241189
ACADSB,-0.101516805
STK40,0.424975803
OR10J1,-0.831865693
TMEM63A,-0.603212943
CTSE,-1.001511005
SEMA4A,-0.70904283
HRCT1,-0.585075158
MPHOSPH8,0.85617295
GREB1,-0.943532178
SIRPB2,-0.849067633
ZNF766,0.425914423
RYR1,-0.773991658
SRGAP3,-0.700278777
KRTAP5-3,-0.83384937
HIST1H2BB,-0.985824878
FAM217B,0.437484884
SULT1C3,-0.580502728
TUBB,2.672230985
LCOR,1.000387661
SUPT5H,0.96824195
XPNPEP3,-0.428223921
OR2T2,-0.851860903
OR2C3,-0.867622701
ZNF107,-0.535704694
OR10S1,-0.775650435
SFTA2,-0.920518249
PPIA,0.288918686
ZNF471,-0.676269274
OR10J3,-0.882089278
ZNF493,-0.694701392
GRM7,-0.903510847
SUPT3H,-0.383047201
NIF3L1,1.277831103
ATP2A1,-0.776095827
IARS,3.210103177
ZBTB44,1.774235339
AKR1CL1,-0.897045309
GIMAP5,-0.759117345
HIST1H2BO,-1.012401882
STK31,-0.867371207
NLGN3,-0.70185791
OR8D1,-0.86897363
ADH7,-0.917917473
ZKSCAN7,-0.743528454
CD55,0.691638507
CPNE4,0.869731794
ZNF565,0.976256801
NTNG2,-0.506649155
ELAVL3,-0.253624214
WDR5,1.368387782
LONP1,2.587260059
C9orf163,-0.668843285
TRRAP,1.482679142
NUDT11,2.158700005
ASB13,-0.294466565
HIST1H2BM,-0.76741595
SLC35F1,0.167472043
ZNF34,-0.720686707
ZNF781,-0.750878686
ZNF140,1.594940546
INCA1,-0.692121833
ZNF774,-0.782158126
PTPN1,1.266662727
EVL,0.67271329
SPANXD,-0.746554268
THEM5,-1.024046762
NOXO1,-0.793862424
EPHB4,-0.404789861
PRTN3,-1.002038489
ZNF765,-0.37148573
ZNF124,0.063429653
S100A5,-0.739023921
LINC00176,-0.909102421
PPP1R26,0.232035669
TSC22D2,0.138686426
CRYBA4,-0.984695993
ASMT,-0.786226508
ZNF569,-0.50908081
ARMCX4,-0.762786252
YRDC,1.737068785
ZNF777,-0.265064868
PIK3R4,0.939816465
ZNF775,-0.097921019
TRAPPC2,-0.662612216
RFX8,-0.841021585
MYL6B,2.156493839
FGF16,-0.877739973
SIAH1,1.055324798
GK2,-1.040459779
