Gene_Symbol,ES3
OBFC1,0.900393946
MAP3K8,-0.970234717
DKK1,-0.895107755
EBF3,-0.301358954
SORCS1,-0.295125409
FAM208B,1.146658586
XPNPEP1,0.601157637
SMC3,1.651683344
SHOC2,1.273585306
TFAM,0.985734238
CCDC6,0.168096736
CUL2,1.702985738
CCNY,1.216791055
RPL28,-0.125424441
ZMIZ1,0.417046151
DNAJC12,1.247904666
PPIF,0.53552147
PBLD,-0.247727779
TSPAN14,0.153364279
LGI1,-0.721211203
TBC1D12,0.057102335
KRT23,0.034259797
CRYBA1,-0.792447042
NUFIP2,1.09200264
GIT1,-0.69548522
TADA2A,-0.483686796
AATF,1.383306208
DHRS11,-0.588891606
ZNHIT3,1.46769663
MLLT6,-0.638156764
PSMB3,2.287004743
CWC25,0.085737596
RPL19,3.689017933
FBXL20,-0.233148769
RUNDC3A,-0.62504196
UBTF,0.51864769
CSF3,-0.759701839
PSMD3,1.931027438
CASC3,0.193415911
RAPGEFL1,-0.8173969
RGS9,-0.786930199
RNF43,-0.805372517
WNT3,-0.540522974
ASPA,-0.894447527
RAD51C,1.22769245
04-Sep,-0.856954748
MTMR4,0.535775153
TRIM37,0.576888841
P2RX1,-0.714871201
DHX40,1.692191504
KRT37,-0.879282128
TUBD1,-0.459126623
KPNB1,2.355576606
RPS6KB1,0.261013495
CDK5RAP3,0.117288462
CBX1,2.266021124
RECQL5,-0.515123014
PIGL,-0.771327333
GALK1,0.20036094
INTS2,-0.124341133
CAMTA2,-0.351514765
MED13,1.410148833
ENO3,-0.496469354
PFN1,1.97946426
RNF167,0.181165834
SLC25A11,0.987159474
RASD1,-0.926085423
CHRNE,-0.486990868
RAI1,-0.360391484
NUP88,1.194175457
C1QBP,3.162257502
SLC6A4,-0.85433752
BLMH,1.531860645
CPD,0.356547855
GOSR1,0.509102927
CCDC47,0.938130356
MED31,0.43504766
DRG2,0.067301661
FTSJ3,1.732419249
AKAP10,0.133068025
ALDH3A1,-0.706403836
SMARCD2,0.622044237
ICAM2,-0.766183051
SYNGR2,0.548453408
B9D1,0.797164911
UTP6,1.632804877
DDX5,3.172628945
C17orf75,1.419113451
CYTH1,-0.280415582
PSMD11,2.119801795
LGALS3BP,0.915053984
ASIC2,-0.345131595
CCL7,-0.840738654
CCL2,-0.829952449
CCL8,-0.851700396
CCL1,-0.79313898
PEX12,0.385953374
HNF1B,-0.922322474
KRT32,-0.776620634
DHX58,-0.546633101
KAT2A,1.002154381
RAB5C,0.883215668
NAGLU,-0.091457296
HSD17B1,-0.550790857
MLX,1.026965121
CNTNAP1,-0.113101235
ABI3,-0.751971768
EZH1,0.533572098
DLX4,-0.122427694
PPP1R9B,-0.019716347
COL1A1,-0.850401607
SGCA,-0.854779069
PTGES3L-AARSD1,-0.85836169
MRPL27,1.843691593
VAT1,-0.097938344
LRRC59,1.689551208
RND2,0.230825234
ALOX12,-0.849447045
HDAC5,0.38718427
ABCC3,-0.887451166
LUC7L3,1.869398882
PPY,-0.724427008
MPP2,-0.736336714
SMURF2,0.136795603
DUSP3,-0.059586818
CACNG1,-0.846312403
EFTUD2,1.065454712
HLF,-0.684464876
SLC16A6,-0.544162063
PRKAR1A,1.07821182
EFNB3,-0.474512361
FAM20A,-0.959513839
YWHAE,0.119620874
MMD,0.165574356
RANGRF,2.089782472
MAP2K6,1.859007818
DHRS7B,0.225882815
WSB1,1.050667337
RCVRN,-0.914125793
SLC9A3R1,-0.004671827
MYH3,-0.572959225
NAT9,1.224286924
TMEM104,-0.289864922
TNFAIP1,0.142465865
IFT20,1.274500997
TMEM97,1.357773226
CDR2L,-0.507206927
PMP22,-0.583639721
FOXN1,-0.945034498
SUPT6H,-0.028311699
RAB34,2.065369315
PHF12,-0.496571427
PHOX2B,-0.689653163
TMEM33,1.236106882
GABRA4,-0.95286947
GNRHR,-0.874693458
SLAIN2,0.728374967
OCIAD1,2.192400518
UGT2B10,-0.896626964
CWH43,-0.673690574
DCUN1D4,0.229342255
USP46,0.058486984
SULT1E1,-0.873366005
ODAM,-0.897103577
SMR3A,-0.91183688
CHIC2,0.901866993
NMU,-0.755256393
KIAA1211,-0.759002081
LAMTOR3,0.496553471
PF4V1,-1.051045417
NFKB1,0.548369193
MANBA,-0.398730712
UBE2D3,2.611024026
MAPK10,-0.349688421
ELF2,1.093527802
NDUFC1,3.073942246
UCP1,-0.776939516
TBC1D9,1.614054413
ZNF330,1.242572613
INPP4B,-0.85778056
GAB1,-0.572329091
KLHL2,-0.095700347
IL2,-0.93771109
CPE,0.074634336
RPL34,1.407676818
WFS1,-0.431194018
ANXA10,-0.908138
GRPEL1,1.608164472
GAR1,1.356306124
FRG1,2.119806909
CLCN3,2.04597537
AADAT,-0.634200519
GALNT7,0.947744039
DHX15,2.543635798
SOD3,-0.665921338
SEPSECS,-0.024544318
TRIM2,1.259154699
SLC2A9,-0.926779231
FBXW7,0.423169968
NEIL3,0.361564512
TBC1D19,0.342892737
CLNK,-0.854600687
WHSC1,0.270683696
SH3D19,-0.677270576
STIM2,-0.289017567
NKX3-2,-0.471726569
MFSD10,0.284907597
GLRB,-0.206072077
BST1,-0.877739973
RAPGEF2,-0.017279271
HGFAC,-0.724779014
SNX25,0.499673243
LRP2BP,-0.940193848
UFSP2,0.800500004
KLF3,-0.045199605
KLHL5,0.260201785
FAM149A,-0.786230821
NCAPG,0.696340743
UGDH,0.816892631
PPARGC1A,-0.813135778
DDX25,-0.361331963
CRYAB,-0.727996083
DBX1,-0.929794038
HTATIP2,-0.522533938
CTSC,0.855250731
CCDC34,0.801412499
ZBTB16,-0.224338824
ELP4,0.832331468
ZNF259,1.432467842
MTCH2,1.47061019
FNBP4,0.99612235
TECTA,-0.892495758
SC5DL,0.864675478
CRTAM,-0.90299717
C11orf63,-0.322637082
B3GAT1,-0.61443958
HSPA8,-0.091199413
P2RX3,-0.852546757
VWA5A,-0.654753315
DNAJC4,0.367671889
SIAE,-0.398087219
SNX15,1.257324594
LPXN,-0.315619799
DTX4,-0.405861364
ATG2A,-0.240826878
EHD1,-0.585927901
OSBP,0.003257742
UNC93B1,-0.74883107
PUS3,1.406615368
DCPS,1.207111983
SUV420H1,1.153909628
FOXRED1,0.469886692
PPP6R3,0.220884006
NRXN2,0.37176388
MS4A6A,-0.931169175
MS4A4A,-0.851647997
ST3GAL4,-0.318859013
CPT1A,-0.011756743
CCND1,2.127921745
CCDC86,0.883910673
PRPF19,2.129407546
TMEM109,-0.021460232
CCKBR,-0.835741735
HPX,-0.6923188
TRIM3,-0.859467543
CHORDC1,1.234062777
FOLR1,-0.58244435
ANAPC15,0.378883871
FOLR3,-0.889975478
PANX1,-0.143202319
ARHGEF17,-0.223623092
APOA5,-0.885205174
APOA4,-0.854239078
APOC3,-0.886121175
CEP164,-0.127292861
RNF141,0.424730923
KIAA1377,-0.039272314
EIF4G2,3.061576532
IL10RA,-0.788502422
GALNT18,-0.288921258
BIRC2,1.328786403
UBE4A,-0.151189396
MMP12,-0.96892273
DDX6,-0.082469153
UPK2,-0.793025431
CBL,-0.135246514
PVRL1,-0.401205493
HIPK3,-0.785031883
KIAA1549L,-0.850718708
FBXO3,0.197544671
PDHX,1.046546808
SLC1A2,-0.885123594
COMMD9,-0.602607238
SLC15A3,-0.728316644
CD5,-0.744881602
ACCS,-0.861901153
SCGB2A2,-0.778102575
MDK,2.551917534
AMBRA1,-0.590585325
MADD,0.317861008
NAA40,-0.242412022
CARS,1.886103346
SLC22A18,-0.016114741
CD81,2.126104762
SLC35F2,-0.017336994
C11orf21,-0.840572239
ELMOD1,-0.812802589
CALCA,-0.908688904
SOX6,1.347607841
C11orf58,1.013465291
PITPNM1,-0.418467791
AIP,0.944800923
NUP98,0.781388148
NDUFS8,1.705333723
TCIRG1,-0.250515643
CHKA,0.335679893
EXPH5,-0.68636706
HPS5,0.872861601
GTF2H1,1.868933601
POU2AF1,-0.812685937
PTPN5,-0.913432441
VWF,-0.663188796
LEPREL2,-0.389335339
PPFIBP1,-0.392768433
PRPF40B,0.01437393
CD69,-0.963722365
PRDM4,1.473173738
CLEC2B,1.535869822
COQ5,1.513201641
SELPLG,-0.712179274
CORO1C,0.85628112
ASIC1,-0.566808536
DAO,-0.999085985
CAPRIN2,0.358663528
TSPAN11,-0.116973407
KCTD10,0.968368374
SLC11A2,0.194713088
MLEC,1.313204096
MVK,-0.570129862
CSRNP2,1.020890342
CAMKK2,0.748690741
BIN2,-0.844185803
IL23A,-0.792670682
ATP5B,3.252091373
PTGES3,2.863599041
SYT10,-0.944049889
BCL7A,0.513068965
RSRC2,1.795719344
CYP27B1,-0.894343558
MYF6,-0.953753521
MYF5,-0.846622953
LIN7A,0.250833855
ACSS3,-0.773005145
TENC1,-0.482255684
GLI1,0.214398837
METAP2,2.552323882
LTA4H,2.369041849
ELK3,0.146794318
SLC6A12,-0.807676346
WNT5B,-0.674393202
MAGOHB,2.104720983
TRPV4,-0.78019942
ITFG2,-0.004955925
FOXM1,-0.160279017
PRR4,0.210871611
PRMT8,-0.682711903
PARP11,-0.362132943
GPN3,1.390378193
VPS29,2.037369944
FGF6,-0.901439748
MYL2,-0.760337502
RAD51AP1,0.545775079
CUX2,0.962351001
SH2B3,-0.314031308
AKAP3,-0.804756399
MANSC1,-0.208462904
KCNA1,-0.94524832
DUSP16,-0.62134866
CREBL2,1.174171001
ACAD10,-0.554709474
ALDH2,1.743837584
CDKN1B,1.460740635
GPRC5D,-0.806888333
NAA25,1.111306491
GSG1,-0.921171134
SCNN1A,-0.535964485
LTBR,-0.764064214
OAS3,-0.433477171
OAS2,-0.825802878
ART4,-0.939341009
MGP,-0.587952137
RASAL1,-0.754688606
ARHGDIB,0.693018392
GTF2H3,0.245505842
EIF2B1,1.470616363
DDX55,0.670506943
SLC38A1,2.902674851
RERGL,-0.930859078
ENDOU,-0.714598827
C12orf49,-0.001518517
VDR,-0.468340005
FZD10,-0.829288279
RFC5,0.872771045
STX2,1.655734162
GPR133,-0.882595759
COPZ1,1.889442716
TBC1D30,-0.780133105
CAND1,1.839213752
IL26,-0.952194141
IFNG,-1.033441398
MDM1,-0.109743331
NUP107,1.942505797
CNOT2,1.682652678
TIMELESS,1.325111053
CPSF6,1.668491749
KRR1,1.396374567
MRPL51,2.916366114
GAPDH,3.763411198
NOP2,1.310732021
CHD4,1.769502046
ACRBP,-0.483613493
UHRF1BP1L,0.316927739
COPS7A,1.185287049
ING4,1.276532613
GNB3,-0.722548908
CHPT1,1.751657018
USP5,0.632358856
TPI1,2.615701435
GNPTAB,-0.155628909
SPSB2,0.111529851
ENO2,1.208588807
ATN1,-0.361749943
C12orf57,2.88868451
PTPN6,-0.483554008
LPCAT3,-0.436830977
NT5DC3,-0.42085076
APOBEC1,-1.016327449
SUDS3,0.865674665
GOLT1B,0.568629936
GYS2,-0.985469168
LDHB,3.638776492
PRKAB1,0.480032977
CMAS,1.583378706
HCFC2,-0.53513131
C2CD5,0.977989436
AICDA,-0.950859148
RAB35,-0.409134384
RFX4,-0.950382071
RIC8B,0.974860315
SRSF9,2.562510578
FGFR1OP2,1.213732935
KLRB1,-0.826370652
COL12A1,-0.822581049
BTN3A3,-0.643880676
TDP2,0.828350248
FRK,-0.817536931
DSE,-0.216213995
RWDD1,2.307437832
RSPH4A,-0.883978781
MAK,-0.918089072
TMEM14C,2.299369663
PAK1IP1,2.002565968
GCNT2,-0.711962476
SMIM8,-0.042051437
NEDD9,-0.791065612
CEP85L,-0.405235168
ADTRP,-0.855550569
ASF1A,1.570746615
MCM9,-0.374435496
FAM184A,-0.60003868
RNGTT,0.03591777
MAN1A1,-0.947666315
GABRR2,-0.900376367
SERINC1,2.407604003
HDDC2,2.419685625
TPD52L1,1.190008516
FAM65B,-0.890207589
SASH1,0.535041246
UST,-0.669724973
ULBP1,-0.126463993
FBXO5,1.314395412
PPARD,-0.758499734
OPRM1,-0.922341539
FANCE,-0.394327701
TULP1,-0.586635811
SLC26A8,-0.794062103
MAPK14,-0.037810146
RHAG,-0.772091381
KCTD20,-0.067565826
STK38,1.086899719
SOD2,-0.482779407
MRPL18,1.963195855
IL17A,-0.927550589
IL17F,-0.793480593
MCM3,1.4321111
RNF8,0.540195245
PHACTR1,-0.866372938
MDGA1,-0.643632734
ICK,-0.722044658
FBXO9,1.39689397
CD83,0.070386336
MDN1,0.469347601
GLP1R,-0.984024908
SAYSD1,1.081436216
BMP5,-0.910544371
BACH2,-0.986161734
RBM24,-0.903996254
CAP2,0.653429501
TREML2,-0.757001167
ZNF451,0.018707163
BAG2,1.316967923
RAB23,0.175280181
TSPO2,-0.844424134
FHL5,-0.7439052
GPR63,-0.482369434
KHDRBS2,-0.849993718
FBXL4,0.614475604
CCNC,1.661863625
PRDM13,-0.74511984
E2F3,0.940212788
PTP4A1,1.598962743
SIM1,-0.807600666
ASCC3,-0.456927008
HDGFL1,-0.720303039
BVES,-0.798829604
COL9A1,-0.859736998
MED23,0.096178972
WASF1,1.578353906
GPLD1,-0.698380611
ALDH5A1,0.508134119
AIM1,-0.727762308
VNN1,-1.022778188
VNN2,-0.904235032
ACOT13,1.72661388
SMAP1,0.492231576
RPS12,3.766899444
C6orf62,1.889780105
B3GAT2,-0.764869662
GMNN,1.61111304
EYA4,-0.534473272
SOBP,-0.136862096
NR2E1,-0.680317862
SNX3,2.550317526
SLC17A2,-0.74451553
HBS1L,-0.140889415
TRIM38,0.589590084
PEX7,1.363763012
ZBTB24,-0.205278188
FIG4,1.39727301
PERP,-0.651902651
KIAA1244,-0.982366199
SLC16A10,-0.31928369
HECA,1.471689009
GPR126,-0.59760952
PHACTR2,-0.529114096
EPM2A,-0.502260753
SLC39A7,0.872357226
CCR6,-0.96263414
SLC22A2,-0.793011676
PHF1,-0.331030328
CUTA,2.351889883
PACRG,-0.386572268
QKI,0.24646738
C6orf118,-0.907087361
PDE10A,-0.839117917
MDFI,1.368719297
TFEB,-0.839316234
SMOC2,-0.746844937
CCND3,-0.527183111
BYSL,1.58163839
FAM120B,-0.01207975
TBP,0.7465417
PRPH2,-0.889583241
GLTSCR1L,-0.641383134
PPP2R5D,0.019332991
MRPL2,0.04262597
PTK7,-0.18901776
SRF,-0.307025973
CUL9,0.356926427
NUDT3,1.988137462
DNPH1,2.369653104
DUSP22,-0.452055852
EXOC2,0.58350738
COX7A2,2.755309199
TMEM30A,0.447504433
GMDS,1.223537783
SENP6,0.842939541
IMPG1,-1.051333003
VEGFA,0.507659312
PRPF4B,0.733986294
TTK,1.400160551
SLC29A1,-0.829093769
WISP3,-0.857659736
BTN2A1,0.621202157
LAMA4,-0.752401499
FAM46A,0.622386927
CLIC5,-0.932368183
FBRSL1,0.581442031
ENPP5,-0.859157457
LY86,-0.762011596
PRSS16,-0.751555414
MEP1A,-0.665104987
TBX18,-0.525377874
ERBB2IP,0.15139159
PCDHB2,0.679451905
HARS2,0.959724824
NUDT12,-0.635187192
CEP72,-0.753956654
MAN2A1,1.332200253
SEMA5A,-0.802590964
C7,-0.848570732
PAPD7,-0.059632512
GHR,-0.866290851
HMGCS1,0.508908111
DAP,1.250561848
NME5,-0.949796241
BRD8,1.358618731
KIF20A,1.482434048
NNT,1.087143297
MRPS30,1.637174708
HSPA9,2.881579241
MRPS27,0.983343285
HBEGF,-0.455079784
SLC4A9,-0.840218934
LOX,-0.621916059
GZMK,-0.805184193
CDH9,-0.953019995
APBB3,-0.218393033
TMCO6,-0.694093564
SPARC,0.838229898
IK,2.284991582
HMGCR,1.220580249
COL4A3BP,0.293721966
FAF2,0.454278649
HAND1,-0.868096037
PCDHB3,-0.969237903
PCDHB5,1.026337938
PCDHB6,-0.711210474
PCDHB7,-0.997736925
PDE8B,-0.667564169
CLK4,-0.204425006
PCDHB15,-0.238874023
HAVCR1,-0.589481211
GRM6,-0.920030227
ITK,-0.902406671
RNF130,1.763123865
THG1L,-0.136100767
ARSB,-0.746661528
CLINT1,1.801659418
THBS4,-0.389164752
CNOT6,1.623892265
IL12B,-0.888224505
BTNL8,-0.751252088
TTC1,1.901594107
MSH3,1.185266113
RASGRF2,-0.636071607
GABRG2,-0.801398763
CCNG1,1.434859392
POLR3G,-0.681363855
DROSHA,1.507431287
CDH6,-0.805256673
LMNB1,0.834266938
ARRDC3,0.411953986
GOLPH3,0.993467181
SUB1,1.322751595
NPR3,-0.989959456
FAM172A,-0.182872636
SLC27A6,-0.879656367
TARS,2.634085101
IRX4,-0.891280754
LNPEP,-0.815367245
PDE4D,-0.845262017
RAD1,0.333718927
BRIX1,1.851465086
AGXT2,-0.688330927
PRLR,-0.855601092
SLC12A7,0.143611108
IL4,-0.894411415
RAD50,0.964687379
IL5,-0.842908423
ST8SIA4,-0.862189194
GNPDA1,1.239268663
PCDH12,-0.842726332
SKP1,0.692553298
NUP155,0.775938565
FGF1,-0.913955661
NR3C1,0.575449729
C5orf15,1.047543927
PPWD1,0.97248218
LIFR,0.401516626
TRIM23,0.333950936
TRAPPC13,0.289830102
C9,-0.978933809
SEC24A,-0.108410214
TXNDC15,0.461547606
TTC33,0.324131753
RARS,2.722315895
WWC1,-0.503766854
H2AFY,2.599948329
TCERG1,1.420701516
DPYSL3,0.601014158
SMAD5,0.86338966
CSNK1A1,0.652116249
HMGXB3,0.194827496
ERGIC1,0.174322042
PDGFRB,-0.652459309
CDX1,-0.734868486
ATP6V0E1,1.605918374
BNIP1,0.629139255
STC2,0.896647405
CPEB4,0.604145645
HRH2,-0.821674432
DBN1,1.565097259
ZNF346,-0.40512887
UNC5A,-0.674242227
EHHADH,-0.583464188
CNTN3,-0.838129037
SMC4,1.754490363
ACTR8,0.437798345
TBCCD1,-0.493324489
TIMMDC1,2.498644725
CRBN,1.432021585
KNG1,-0.910044389
HRG,-0.929309427
BCL6,0.981707517
HGD,-0.911398479
CLDN16,-0.852167851
ARL6,-0.191452245
NPHP3,-0.256461846
CD86,-0.866346062
AMOTL2,-0.720059751
NIT2,0.115463432
FAM162A,-0.621300607
OGG1,-0.13673905
KPNA1,0.594432748
PCCB,1.527642323
UBE3A,2.145350097
ARMC8,0.197090894
CEP70,0.092537932
RBP2,-0.897133159
RBP1,-0.768836091
SLC25A36,1.560418727
GRK7,-0.854044864
RNF7,0.357475885
TFDP2,0.580019062
XRN1,-0.226264765
KAT2B,-0.784338908
BCHE,0.967049975
SERPINI2,-0.858517023
PDCD10,1.528764523
LRRC31,-0.950767697
WNT5A,0.58710893
PFKFB4,-0.620548563
COL7A1,-0.158199692
FGF12,-0.222616944
PRKAR2A,0.571013294
HES1,-0.021866788
USP4,1.903727579
ACAP2,0.161902936
ECT2,0.663713916
GNAT1,-0.767411589
GNAI2,1.11910046
TFG,1.86230503
USP9Y,-0.754188599
HYAL1,-0.722376269
TUSC2,0.733253926
NPRL2,1.178030074
RPL24,3.822437738
CYB561D2,0.409865559
C3orf14,1.355028878
FXR1,2.397792685
CBLB,-0.433918525
BBX,1.703765606
IFT57,-0.497951246
GNB4,-0.596278982
HHLA2,-0.933289741
IQCG,0.019171797
GBE1,-0.095723174
MORC1,-0.91831481
UMPS,0.986781024
NCBP2,1.392815785
SNX4,1.45802812
C3orf52,-0.75625503
FRMD4B,-0.663686354
SLC41A3,1.264195526
PLXNA1,-0.313596616
ATP6V1A,0.507761796
ABTB1,-0.758916493
PODXL2,-0.094501332
UPK1B,-0.70969515
CSPG5,0.027477045
KLHL18,0.102912906
SCAP,1.097837404
EFCC1,-0.809191492
KIAA1257,-0.770810568
NEK11,-0.43780763
MRPL3,2.598155023
PLSCR4,-0.916776829
HEMK1,-0.061320457
CISH,-0.483686796
MAPKAPK3,0.41565209
ACVR2B,0.337130307
WDR48,0.904979658
COMMD2,1.631038241
GORASP1,-0.687960494
PEX5L,-0.907598164
RRP9,0.08962206
ABCC5,0.384998734
AADAC,-0.944552807
EIF1B,2.746674156
ARHGEF26,-0.395255172
KLHL24,0.432309057
PLCH1,-0.465082956
VIPR1,-0.853972206
DNAH1,-0.456174742
SSR3,0.964538163
ZBTB47,-0.532718208
TNNC1,-0.699743412
NKTR,1.562182649
CLCN2,-0.759096795
FOXP1,1.101095946
SPCS1,2.586949291
NEK4,0.985631886
SLC4A3,-0.440342143
INO80D,-0.19281259
ADAM23,-0.282364243
DGUOK,2.357355414
MOB1A,1.330076397
KANSL3,-0.258851589
LMAN2L,-0.113147559
RTKN,-0.63613438
TTL,0.774516372
IL1A,-0.551436525
CCL20,-0.581687102
PIKFYVE,-0.664222345
KCNIP3,-0.735904265
FAHD2A,0.280614909
NCL,3.231179136
ACTR1B,1.011469854
SLC35F5,0.005054089
ZAP70,-0.633846513
ACTR3,2.301826837
STEAP3,-0.704302166
EPB41L5,-0.340258672
TFCP2L1,-0.780128036
TP53I3,-0.440144604
DNAJC27,-0.175763528
POMC,-0.761561835
STAM2,0.693500667
OTOF,-0.805529195
GPD2,0.276866279
CENPA,1.219617827
CYTIP,-0.943278227
ACVR1,0.049587506
TANC1,-0.112966799
SLC30A3,-0.025405067
MPV17,1.84263353
GTF3C2,0.375752578
EIF2B4,1.660220333
NRBP1,0.920211123
ITGB6,-0.986698832
FNDC4,0.555283642
ITGA4,-0.753315365
PSMD14,2.462141167
SNX17,1.622389985
GPR75-ASB3,1.520816869
PPM1G,1.342429017
PDE1A,-0.629020134
REEP6,-0.229887216
PCSK4,-0.776125844
GCG,-0.703244822
APC2,-0.82351558
IFIH1,-0.35656975
GCA,-0.109250926
INO80B,0.039483373
MOGS,-0.622855966
TTC31,-0.897417614
NDUFS7,1.685477144
PCGF1,0.063066051
GRB14,-0.614586289
CLIP4,0.058120337
TLX2,-0.94016464
SPTBN1,0.182505146
AUP1,1.061276792
RTN4,2.221711156
HTRA2,0.497145129
LOXL3,-0.605697875
DOK1,-0.855783426
GALNT3,-0.588001202
POLE4,1.742480516
TACR1,-0.678881191
CCDC88A,0.156186407
ACADL,-0.792438716
EVA1A,-0.953592316
MRPL19,2.668246786
LANCL1,0.538608041
WDR75,1.453868343
EFEMP1,-0.74662804
REG1A,-0.878503103
FANCL,0.459453482
FN1,1.804988596
STAT1,0.067429296
GLS,0.323158452
PAPOLG,0.630127008
DNAH6,-0.917683838
PECR,0.606936852
UNC50,1.289918368
IGFBP2,2.527204361
ELMOD3,-0.619888196
IGFBP5,-0.093849522
USP34,0.875441275
EFHD1,0.211243261
KCNJ13,-0.81408297
CCT4,2.817123039
GGCX,0.257109282
NEU2,-0.706273205
EHBP1,0.462923012
OTX1,-0.718148363
TXNDC9,1.184102869
COQ10B,0.574012625
GNLY,-0.908207238
SF3B1,1.593041751
ST3GAL5,-0.345441954
CHST10,-0.036715276
PDCL3,1.43706755
MOB4,1.805649706
HSPE1,0.873323378
KDM3A,1.37329544
PLCD4,-0.753575297
CHMP3,1.66241695
ZNF142,0.030207912
IL1R2,-0.718733223
PRKAG3,-0.757046375
SMYD1,-0.842762432
IL1R1,-0.682331699
WNT6,-0.643761565
IL1RL2,-0.790841179
IL18R1,-0.876260684
IL18RAP,-0.873033604
SLC9A2,-0.894264002
FHL2,-0.159447754
MLPH,-0.646112592
CNPPD1,0.409631369
UXS1,0.615242157
STK16,0.580481398
SLC5A7,-0.935405656
HDLBP,1.387840617
PPP1R7,1.503535143
PASK,-0.568927417
STK25,0.655404222
TPO,-0.76878917
PROC,-0.895295313
ID2,2.135253413
TAF1B,0.667730215
HPCAL1,-0.099877822
ODC1,3.043737179
BIRC6,0.740579483
NOL10,-0.07975567
PLEKHB2,1.46085994
GORASP2,1.460753165
STRN,-0.799606477
CEBPZ,1.988492799
PRKD3,0.562610474
DCAF17,-0.759748292
QPCT,-0.722680588
RAB3GAP1,0.48474753
SLC25A12,-0.088699419
RMDN2,-0.821312676
DLX2,-0.688968573
LCT,-0.766459744
DARS,2.270955758
SRSF7,2.323396117
SDC1,-0.797402716
PLCL1,-0.855773767
SLC1A4,0.216829858
SOS1,1.011191285
KYNU,-0.913310414
WIPF1,-0.753508967
ORC2,0.471071611
COX7A2L,2.689708723
PNO1,1.529384475
ORC4,1.449773362
PLEK,-0.82983401
RND3,0.13621228
ATF2,0.040058547
THADA,0.590418505
AAK1,-0.444228709
TRAK2,1.481500778
C2orf42,0.946603243
PCYOX1,0.29286281
KISS1R,-0.869464478
EPAS1,-0.513681978
ARID3A,0.181403263
SUMO1,1.439445091
CD207,-0.84056986
GRIN3B,-0.764278589
VAX2,-0.446290768
ATP6V1B1,-0.549631031
NFE2L2,2.518910583
MSH6,1.604838347
SPR,0.449652065
EPHA4,2.006954619
PARD3B,-0.939584984
FARSB,2.036920308
ALMS1,1.07538593
BCL9,-0.589540364
PRRX1,1.235397088
DHCR24,-0.651652557
DNAJC16,-0.017451199
MARK1,0.014537339
TNR,-0.881339299
MORN1,-0.665832071
GPX7,1.477860446
CACYBP,-0.209265015
SCP2,0.977742234
TPSG1,-0.656459621
PAPPA2,-0.78061393
RALGPS2,-0.628281496
ANGPTL1,-0.917101189
CEP104,0.687499564
FAM20B,0.287861316
TCEANC2,-0.276275826
TMEM59,1.779288483
LRRC42,1.552912671
WRAP73,1.086925748
NPHS2,-0.936953943
MRPL37,1.919094396
ICMT,1.544416893
RPL22,3.152673877
CHD5,-0.922547702
QSOX1,0.33612838
STXBP3,1.108019797
PHF13,2.149593136
ERRFI1,2.324657709
PARK7,3.103105455
KIAA1324,-0.838122402
OPRD1,-0.791604106
AMPD2,0.129100176
SRSF4,2.226141286
MECR,1.00372241
KCNC4,-0.801575783
EDEM3,0.356912875
WDR77,0.381175382
ATP5F1,0.356365861
RAP1A,1.33890624
HDAC1,2.010272168
CAPZA1,2.325669475
S100PBP,1.181261274
RNF19B,-0.357847078
SCAMP3,1.684188114
TRIM62,-0.716192571
ASH1L,0.837117383
DLGAP3,-0.656860593
SFPQ,2.594778208
RHOU,-0.394400162
GON4L,0.232154021
ARHGEF2,0.651668426
LAMTOR2,1.926896309
MEF2D,-0.095882275
DOCK7,0.157290054
SRM,2.385566147
FBXO2,-0.566505848
FBXO6,0.628355439
C1orf21,0.589995244
SWT1,0.105800006
MAD2L2,2.196189967
DNAJC6,-0.386008159
LEPR,-0.650335744
IVNS1ABP,2.179616433
MFN2,0.333313435
PRG4,-0.910571408
MIIP,0.753121833
SMG7,0.326710262
NCF2,-0.916609621
PDC,-0.900546972
SLC35D1,-0.416661124
PLA2G4A,-0.984109
GADD45A,2.323148185
PRAMEF1,-0.56808117
PRAMEF12,-0.87513916
WLS,1.895697296
PRDM2,0.827130743
RGS2,0.329931276
RPE65,-0.773701882
TROVE2,1.098403822
AMPD1,-0.908934573
UCHL5,-0.067176311
BCAS2,1.270626621
SRSF11,2.14599564
CTH,1.647490225
AGMAT,-0.818471837
OLFML3,0.588840007
TNNI3K,-0.611125967
CFHR3,-0.922173998
PLEKHM2,1.541669915
CRYZ,1.144373908
PHTF1,-0.230424856
ZBTB17,-0.47340871
TFAP2E,-0.686566084
CD2,-0.752038946
TTF2,0.400974697
NR5A2,-0.837908406
KIF21B,-0.757460567
TMEM9,1.860198315
ADPRHL2,1.292331113
MAP7D1,1.20584124
WARS2,0.253493074
HAO2,-0.896939704
OSCP1,0.698777994
MRPS15,2.929017967
EXOC8,0.891165847
GNPAT,1.950352221
TSNAX,1.575772889
C1orf109,0.689883304
RRAGC,2.211586978
TBCE,1.298491773
NID1,-0.717652112
LGALS8,0.383515702
NT5C1A,-0.888675574
HPCAL4,-0.826134099
MTR,0.634750792
BMP8B,-0.721391034
MYCL1,-0.546012589
SIPA1L2,-0.319477484
ZP4,-0.875905547
RLF,0.498388252
KMO,-0.187215913
ZNF684,0.359330864
KCNQ4,-0.767777417
RIMS3,0.70369967
AKT3,-0.68133198
ETV3,-0.690056513
ACADM,0.734645825
ST6GALNAC5,-0.931576181
SLAMF1,-0.8700445
CD48,-0.727960559
